root_time,mass_uptake
16.52271,33213.39863
16.53784,33209.60226
16.55295,33205.80588
16.56804,33202.00951
16.58312,33198.21313
16.59819,33194.41676
16.61325,33190.07804
16.62829,33186.28167
16.64332,33182.48529
16.65833,33178.68892
16.67333,33174.89254
16.68832,33171.09617
16.70329,33167.29979
16.71825,33162.96108
16.7332,33159.16471
16.74813,33154.82599
16.76305,33151.02962
16.77796,33146.6909
16.79286,33142.35219
16.80774,33138.55581
16.8226,33134.2171
16.83746,33129.87839
16.8523,33125.53967
16.86713,33121.20096
16.88194,33116.86224
16.89675,33111.98119
16.91153,33107.64248
16.92631,33103.30376
16.94107,33098.42271
16.95582,33094.08399
16.97056,33089.20294
16.98529,33084.86423
17,33079.98317
17.0147,33075.64446
17.02939,33071.30575
17.04406,33066.42469
17.05872,33061.54364
17.07337,33057.20493
17.08801,33052.32387
17.10263,33047.98516
17.11724,33043.1041
17.13184,33038.22305
17.14643,33033.88434
17.161,33029.54562
17.17556,33024.66457
17.19011,33020.32586
17.20465,33016.52948
17.21918,33012.73311
17.23369,33008.93673
17.24819,33006.22503
17.26268,33003.51334
17.27715,33000.80164
17.29162,32998.63229
17.30607,32995.92059
17.32051,32992.66655
17.33494,32989.41252
17.34935,32985.61614
17.36376,32982.36211
17.37815,32979.10807
17.39253,32976.39638
17.4069,32973.68468
17.42125,32971.51532
17.4356,32968.80363
17.44993,32966.63427
17.46425,32964.46491
17.47856,32962.29555
17.49286,32959.58386
17.50714,32957.4145
17.52142,32954.7028
17.53568,32952.53345
17.54993,32949.82175
17.56417,32947.65239
17.5784,32945.48304
17.59261,32942.77134
17.60682,32940.60198
17.62101,32937.89029
17.63519,32935.72093
17.64936,32933.00923
17.66352,32930.83988
17.67767,32928.12818
17.69181,32925.95882
17.70593,32923.24713
17.72005,32921.07777
17.73415,32918.36607
17.74824,32915.65438
17.76232,32913.48502
17.77639,32911.31566
17.79045,32908.60397
17.80449,32906.43461
17.81853,32903.72291
17.83255,32901.55356
17.84657,32898.84186
17.86057,32896.6725
17.87456,32894.50315
17.88854,32892.33379
17.90251,32889.62209
17.91647,32887.45274
17.93042,32885.28338
17.94436,32882.57168
17.95828,32880.40233
17.9722,32878.23297
17.98611,32875.52127
18,32873.35192
18.01388,32870.64022
18.02776,32867.92852
18.04162,32865.75917
18.05547,32863.04747
18.06931,32860.87811
18.08314,32858.16642
18.09696,32855.99706
18.11077,32853.28536
18.12457,32850.57367
18.13836,32848.40431
18.15213,32845.69261
18.1659,32842.98092
18.17966,32840.81156
18.19341,32838.09986
18.20714,32835.93051
18.22087,32833.21881
18.23458,32830.50711
18.24829,32828.33776
18.26198,32825.62606
18.27567,32822.91436
18.28934,32820.20267
18.30301,32818.03331
18.31666,32815.32162
18.3303,32812.60992
18.34394,32809.89822
18.35756,32807.18653
18.37117,32804.47483
18.38478,32801.76313
18.39837,32799.05144
18.41195,32796.33974
18.42553,32793.62804
18.43909,32790.91635
18.45264,32788.74699
18.46619,32786.0353
18.47972,32783.86594
18.49324,32781.15424
18.50676,32778.44255
18.52026,32776.27319
18.53375,32774.10383
18.54724,32771.93447
18.56071,32769.22278
18.57418,32767.05342
18.58763,32764.88406
18.60108,32763.25705
18.61451,32761.08769
18.62794,32760.00301
18.64135,32758.37599
18.65476,32756.74898
18.66815,32755.12196
18.68154,32753.49494
18.69492,32751.86792
18.70829,32749.69856
18.72165,32747.52921
18.73499,32745.90219
18.74833,32744.27517
18.76166,32742.64815
18.77498,32741.02114
18.78829,32739.93646
18.8016,32738.85178
18.81489,32738.30944
18.82817,32737.22476
18.84144,32736.14008
18.85471,32735.0554
18.86796,32734.51307
18.88121,32732.88605
18.89444,32731.80137
18.90767,32730.71669
18.92089,32729.63201
18.9341,32728.00499
18.9473,32726.92032
18.96049,32725.2933
18.97367,32724.20862
18.98684,32723.12394
19,32721.49692
19.01315,32720.41224
19.0263,32718.78523
19.03943,32717.70055
19.05256,32716.07353
19.06568,32714.44651
19.07878,32713.36183
19.09188,32711.73482
19.10497,32710.1078
19.11805,32708.48078
19.13113,32707.3961
19.14419,32705.76908
19.15724,32704.14207
19.17029,32702.51505
19.18333,32700.88803
19.19635,32699.26101
19.20937,32697.634
19.22238,32696.00698
19.23538,32693.83762
19.24838,32692.2106
19.26136,32690.04125
19.27434,32688.41423
19.2873,32686.24487
19.30026,32684.61785
19.31321,32682.99084
19.32615,32680.82148
19.33908,32678.65212
19.352,32677.0251
19.36492,32674.85575
19.37782,32672.68639
19.39072,32670.51703
19.40361,32668.34768
19.41649,32666.17832
19.42936,32664.5513
19.44222,32662.38194
19.45508,32660.75493
19.46792,32659.12791
19.48076,32658.04323
19.49359,32656.95855
19.50641,32655.87387
19.51922,32654.24685
19.53202,32652.0775
19.54482,32649.3658
19.55761,32646.65411
19.57039,32643.94241
19.58316,32641.23071
19.59592,32638.51902
19.60867,32636.892
19.62142,32634.72264
19.63415,32633.09562
19.64688,32630.92627
19.6596,32629.29925
19.67232,32627.12989
19.68502,32625.50287
19.69772,32623.33352
19.7104,32621.16416
19.72308,32619.53714
19.73575,32617.36779
19.74842,32615.19843
19.76107,32613.57141
19.77372,32611.40205
19.78636,32609.77504
19.79899,32607.60568
19.81161,32605.43632
19.82423,32603.8093
19.83683,32602.18229
19.84943,32600.01293
19.86202,32598.38591
19.87461,32596.21655
19.88718,32594.58954
19.89975,32592.96252
19.91231,32590.79316
19.92486,32589.16614
19.9374,32587.53913
19.94994,32585.91211
19.96246,32583.74275
19.97498,32582.11573
19.9875,32580.48872
20,32578.8617
20.0125,32577.23468
20.02498,32575.60766
20.03746,32573.98064
20.04994,32571.81129
20.0624,32570.18427
20.07486,32568.55725
20.08731,32566.93023
20.09975,32565.30322
20.11219,32563.6762
20.12461,32562.04918
20.13703,32560.42216
20.14944,32558.79515
20.16185,32557.71047
20.17424,32556.08345
20.18663,32554.45643
20.19901,32552.82941
20.21138,32551.2024
20.22375,32549.57538
20.23611,32547.94836
20.24846,32546.32134
20.2608,32544.69432
20.27313,32543.06731
20.28546,32541.44029
20.29778,32539.81327
20.3101,32538.18625
20.3224,32537.10157
20.3347,32535.47456
20.34699,32533.84754
20.35927,32532.22052
20.37155,32530.5935
20.38382,32528.96649
20.39608,32527.33947
20.40833,32526.25479
20.42058,32524.62777
20.43282,32523.00075
20.44505,32521.37374
20.45727,32519.74672
20.46949,32518.66204
20.4817,32517.03502
20.4939,32515.408
20.5061,32513.78099
20.51828,32512.69631
20.53047,32511.06929
20.54264,32509.44227
20.5548,32507.81525
20.56696,32506.73058
20.57912,32505.10356
20.59126,32503.47654
20.6034,32501.84952
20.61553,32500.2225
20.62765,32498.59549
20.63977,32496.96847
20.65188,32495.34145
20.66398,32493.71443
20.67607,32492.08742
20.68816,32490.4604
20.70024,32488.83338
20.71232,32487.20636
20.72438,32485.57934
20.73644,32483.95233
20.74849,32482.86765
20.76054,32481.24063
20.77258,32479.61361
20.78461,32477.9866
20.79663,32476.35958
20.80865,32474.73256
20.82066,32473.10554
20.83267,32471.47852
20.84466,32469.85151
20.85665,32468.22449
20.86864,32467.13981
20.88061,32465.51279
20.89258,32463.88577
20.90454,32462.25876
20.9165,32460.63174
20.92845,32459.00472
20.94039,32457.3777
20.95233,32455.75069
20.96426,32453.58133
20.97618,32451.95431
20.98809,32450.32729
21,32448.70028
21.0119,32447.07326
21.0238,32445.44624
21.03568,32443.81922
21.04757,32442.1922
21.05944,32440.56519
21.07131,32438.93817
21.08317,32437.31115
21.09502,32435.68413
21.10687,32434.05712
21.11871,32432.4301
21.13055,32430.80308
21.14237,32429.17606
